asset_id,asset_label,title,extension,bytes,site_id,day_id,participant_id,session_id,asset_role
asset-3332047f85ca,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-da149ab652,session-60492a782be8,support_file
asset-462a8bbc5833,participant-note.docx,Participant note,.docx,13587,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-462a8bbc5833,participant_note
asset-3c8fc9fc2ea2,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-f31e3163efa7,recording.eeg,DNEW0002,.eeg,10184150,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,signal_recording
asset-13100ede3bab,recording.edf,DNEW0002,.edf,9063216,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,signal_recording
asset-e04cc4be97b1,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-d0a0df3dbfde,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-0b5b8282416d,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-d8f32bfd3530,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-0baef0f9dd76,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-b2f543e613cc,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-4951035a0f96,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-ee6d359929a6,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-f4c07b64fe57,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-ac81dc1f1fed,support_file
asset-85b7f7a3b616,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-507cf7d854ec,recording.eeg,DNEW0000,.eeg,11297619,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,signal_recording
asset-4e93c18eba30,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-9feb78c79462,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-89710991c891,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-6cd75261a277,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-e6f0520ba46e,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-c99157fd3db9,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-4d76493a831c,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-415f4c2b5e99,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-8427779a54ca,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-1bfaaf5ff0,session-0fe211ba91ca,support_file
asset-f9f462edda37,participant-note.docx,Participant note,.docx,13514,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-f9f462edda37,participant_note
asset-2f0381486113,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-162116053649,recording.eeg,DNEW0000,.eeg,13768289,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,signal_recording
asset-f482cddf2be3,recording.edf,DNEW0000,.edf,12262296,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,signal_recording
asset-8bcaa83a66dc,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-325954a1ea3f,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-ce48c1725061,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-359b0e2d8d31,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-3ffa211f27b3,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-3b631b406e6c,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-09e274ab1371,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-8757b37569db,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-b7d318d6aecc,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-1d5b8878a5,session-ab1d205ff4bf,support_file
asset-90087b085a8a,participant-note.docx,Participant note,.docx,13338,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-90087b085a8a,participant_note
asset-a878919c3578,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-6f9319d9fa41,recording.eeg,DNEW0000,.eeg,9560572,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,signal_recording
asset-8cf067e9addb,recording.edf,DNEW0000,.edf,8499856,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,signal_recording
asset-3c71978805ee,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-560a92988ce7,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-f3c8947bf8dc,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-d0aae15ec634,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-e20f5e067594,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-24176473e0a1,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-bba4ee413cf5,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-0578e50ff2d3,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-b0dc13a6399c,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-e0ee1f4237,session-198b0f7b61d0,support_file
asset-8fe90cd97433,participant-note.docx,Participant note,.docx,13576,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-8fe90cd97433,participant_note
asset-70e023f7edb3,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-a71c12bae907,recording.eeg,DNEW0001,.eeg,13054407,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,signal_recording
asset-8854f32542f0,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-f7b1bada9273,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-263e1066f474,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-a8c0430212d9,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-d45e4d34dd83,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-504f8e10e049,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-1e1a6bcf92e7,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-ed761d9e4a40,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-a8b1191c39b3,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-dac873a90d7b,support_file
asset-560b4ff09706,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-62a98a55cd49,recording.eeg,DNEW0001,.eeg,13054407,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,signal_recording
asset-34110088e2b6,recording.edf,DNEW0001,.edf,11618456,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,signal_recording
asset-d8ab1683aee1,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-3e124bc766a7,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-bba3b9ea040c,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-06e2ffc68e41,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-5d2f3a085471,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-87b53f8ccfd6,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-2527aec95900,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-94734db8619e,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-845349ada911,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-eac587b970,session-52e84a79a3cc,support_file
asset-4f5b4dee0db1,participant-note.docx,Participant note,.docx,13407,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-4f5b4dee0db1,participant_note
asset-4c32ee59c24e,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-fbbca40fa500,recording.eeg,DNEW0000,.eeg,9703228,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,signal_recording
asset-3ea0f7f9b1c2,recording.edf,DNEW0000,.edf,8620576,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,signal_recording
asset-b6ce1c89b2c9,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-03ef28bced50,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-1a139c738735,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-644a5ebbd829,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-b9b2e09c36e4,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-6972ea2ef63f,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-46493cbc51f3,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-4b04f85b760d,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-174125cfc4e1,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-d1d59db3ea,session-7b3a784d764c,support_file
asset-6fcfab542363,participant-note.docx,Participant note,.docx,13460,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-6fcfab542363,participant_note
asset-a23ffbdaa886,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-43aa8a6b7fdf,recording.eeg,DNEW0000,.eeg,10176649,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,signal_recording
asset-ea77b6f93ebc,recording.edf,DNEW0000,.edf,9043096,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,signal_recording
asset-016efbb75e73,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-ac4c9dd6c3f1,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-9969d302304e,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-f6fe3b3b4a1c,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-ac8b70bd4d9e,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-6a06ba66c45c,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-22b87c778d38,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-0f2a28185757,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-5330da8ed97e,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-a8087cf066,session-821a5a08c199,support_file
asset-998c4d05c4fa,participant-note.docx,Participant note,.docx,13408,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-998c4d05c4fa,participant_note
asset-5b5087bb5a4e,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-9768c53b1d34,recording.eeg,DNEW0000,.eeg,11387923,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,signal_recording
asset-493a5a8b577d,recording.edf,DNEW0000,.edf,10129576,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,signal_recording
asset-68ffb28d1f8f,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-dc5574c5789b,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-2b043a7861cb,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-6f00ebd9bf62,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-545f93f0a9f5,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-eb535f2797da,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-04d0b42d5cb7,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-54442820c6b6,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-1cb941728862,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-2b63d4c06c,session-050a042c05fd,support_file
asset-c753d23590e9,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-e574c00348da,recording.eeg,DNEW0000,.eeg,8924484,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,signal_recording
asset-a523caf3a6be,recording.edf,DNEW0000,.edf,7936496,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,signal_recording
asset-16219be72532,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-d249e8842d80,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-ea01f81cd623,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-c3eb1936a3a1,participant-note.docx,Participant note,.docx,13530,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,participant_note
asset-0095eff6b9c5,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-e97e1c04e1d3,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-d9ba4370dcdc,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-8569ccb84a47,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-0a7164fa4f67,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-1962e38d5222,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-4d360b8e85,session-6e5ac0895024,support_file
asset-9337b626ac6a,participant-note.docx,Participant note,.docx,13515,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-9337b626ac6a,participant_note
asset-abf1a7c8b7d1,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-03a197eebe14,recording.eeg,DNEW0000,.eeg,10236412,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,signal_recording
asset-df634ae507d3,recording.edf,DNEW0000,.edf,9103456,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,signal_recording
asset-4878403e450f,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-2a04ebdb5c20,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-143e39a5b9bb,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-dccd7d8542c3,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-8386ec82c7e9,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-7a51fcabdea7,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-ca4e6141488e,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-b19452c55823,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-5ae8cf8421ae,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-75714c7085,session-e65940f7c51e,support_file
asset-8bf7b53f1be6,participant-note.docx,Participant note,.docx,13511,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-8bf7b53f1be6,participant_note
asset-d9951fa41d81,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-8c7ab435e283,recording.eeg,DNEW0000,.eeg,12283943,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,signal_recording
asset-e896915dc8a5,recording.edf,DNEW0000,.edf,10934376,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,signal_recording
asset-29ee298f14cf,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-3f7173992410,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-b3bfd55df04e,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-4d2d56dc4b06,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-c34e73218aa5,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-5c887a979fb8,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-73a1c1b78a50,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-413f068968a1,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-97026bbe5a64,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-c33a22dcae,session-5330e68629d4,support_file
asset-736f4e748ab1,participant-note.docx,Participant note,.docx,13629,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-736f4e748ab1,participant_note
